"","County","County.Name","Election.District...Precinct","Congressional","Legislative","Office.Name","Office.District","Party","Winner","Early.Votes","Election.Night.Votes","Mail.In.Ballot.1.Votes","Provisional.Votes","Mail.In.Ballot.2.Votes","mail2","full_votes","Gabe Albornoz","Brandy H. M. Brooks","Dana E. Gassaway","Evan Glass","Scott Evan Goldberg","Tom Hucker","Will Jawando","Laurie-Anne Sayles"
"602",16,"Montgomery County","005-023",4,"14","County Council At Large","16","DEM","",138,133,97,15,14,14,397,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"603",16,"Montgomery County","005-023",4,"14","County Council At Large","16","DEM","Y",178,192,126,16,14,14,526,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"604",16,"Montgomery County","005-023",4,"14","County Council At Large","16","DEM","Y",138,205,109,17,17,17,486,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"605",16,"Montgomery County","006-001",8,"15","County Council At Large","16","DEM","Y",20,84,56,9,47,47,216,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"606",16,"Montgomery County","006-001",8,"15","County Council At Large","16","DEM","",10,35,20,3,15,15,83,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"607",16,"Montgomery County","006-001",8,"15","County Council At Large","16","DEM","",10,31,15,2,12,12,70,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"608",16,"Montgomery County","006-001",8,"15","County Council At Large","16","DEM","Y",23,89,66,8,49,49,235,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"609",16,"Montgomery County","006-001",8,"15","County Council At Large","16","DEM","",19,60,43,7,32,32,161,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"610",16,"Montgomery County","006-001",8,"15","County Council At Large","16","DEM","",11,43,42,2,15,15,113,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"611",16,"Montgomery County","006-001",8,"15","County Council At Large","16","DEM","Y",25,83,54,8,37,37,207,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"612",16,"Montgomery County","006-001",8,"15","County Council At Large","16","DEM","Y",18,78,54,6,35,35,191,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"613",16,"Montgomery County","006-002",8,"15","County Council At Large","16","DEM","Y",41,91,85,27,35,35,279,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"614",16,"Montgomery County","006-002",8,"15","County Council At Large","16","DEM","",16,42,30,9,11,11,108,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"615",16,"Montgomery County","006-002",8,"15","County Council At Large","16","DEM","",13,36,31,8,8,8,96,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"616",16,"Montgomery County","006-002",8,"15","County Council At Large","16","DEM","Y",44,89,79,26,44,44,282,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"617",16,"Montgomery County","006-002",8,"15","County Council At Large","16","DEM","",35,83,64,27,29,29,238,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"618",16,"Montgomery County","006-002",8,"15","County Council At Large","16","DEM","",37,59,45,20,18,18,179,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"619",16,"Montgomery County","006-002",8,"15","County Council At Large","16","DEM","Y",40,94,70,26,36,36,266,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"620",16,"Montgomery County","006-002",8,"15","County Council At Large","16","DEM","Y",25,63,70,26,35,35,219,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"621",16,"Montgomery County","006-003",6,"39","County Council At Large","16","DEM","Y",33,120,98,18,45,45,314,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"622",16,"Montgomery County","006-003",6,"39","County Council At Large","16","DEM","",10,46,26,5,10,10,97,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"623",16,"Montgomery County","006-003",6,"39","County Council At Large","16","DEM","",8,37,19,1,5,5,70,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"624",16,"Montgomery County","006-003",6,"39","County Council At Large","16","DEM","Y",35,125,98,18,50,50,326,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"625",16,"Montgomery County","006-003",6,"39","County Council At Large","16","DEM","",22,85,55,5,28,28,195,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"626",16,"Montgomery County","006-003",6,"39","County Council At Large","16","DEM","",10,62,63,5,21,21,161,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"627",16,"Montgomery County","006-003",6,"39","County Council At Large","16","DEM","Y",36,95,87,17,33,33,268,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"628",16,"Montgomery County","006-003",6,"39","County Council At Large","16","DEM","Y",26,80,72,18,21,21,217,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"629",16,"Montgomery County","006-004",8,"15","County Council At Large","16","DEM","Y",63,88,128,12,40,40,331,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"630",16,"Montgomery County","006-004",8,"15","County Council At Large","16","DEM","",22,59,30,3,12,12,126,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"631",16,"Montgomery County","006-004",8,"15","County Council At Large","16","DEM","",13,43,17,8,5,5,86,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"632",16,"Montgomery County","006-004",8,"15","County Council At Large","16","DEM","Y",73,119,148,17,47,47,404,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"633",16,"Montgomery County","006-004",8,"15","County Council At Large","16","DEM","",50,81,102,13,28,28,274,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"634",16,"Montgomery County","006-004",8,"15","County Council At Large","16","DEM","",35,45,52,3,22,22,157,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"635",16,"Montgomery County","006-004",8,"15","County Council At Large","16","DEM","Y",48,102,122,13,28,28,313,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"636",16,"Montgomery County","006-004",8,"15","County Council At Large","16","DEM","Y",52,82,79,4,23,23,240,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"637",16,"Montgomery County","006-005",8,"15","County Council At Large","16","DEM","Y",41,171,112,26,87,87,437,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"638",16,"Montgomery County","006-005",8,"15","County Council At Large","16","DEM","",20,64,26,3,24,24,137,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"639",16,"Montgomery County","006-005",8,"15","County Council At Large","16","DEM","",14,63,12,7,20,20,116,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"640",16,"Montgomery County","006-005",8,"15","County Council At Large","16","DEM","Y",47,220,127,22,86,86,502,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"641",16,"Montgomery County","006-005",8,"15","County Council At Large","16","DEM","",32,119,84,17,58,58,310,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"642",16,"Montgomery County","006-005",8,"15","County Council At Large","16","DEM","",27,71,48,10,47,47,203,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"643",16,"Montgomery County","006-005",8,"15","County Council At Large","16","DEM","Y",41,163,100,21,81,81,406,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"644",16,"Montgomery County","006-005",8,"15","County Council At Large","16","DEM","Y",44,154,66,11,58,58,333,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"645",16,"Montgomery County","006-006",8,"15","County Council At Large","16","DEM","Y",41,83,43,13,80,80,260,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"646",16,"Montgomery County","006-006",8,"15","County Council At Large","16","DEM","",26,58,9,9,19,19,121,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"647",16,"Montgomery County","006-006",8,"15","County Council At Large","16","DEM","",21,61,4,8,13,13,107,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"648",16,"Montgomery County","006-006",8,"15","County Council At Large","16","DEM","Y",46,123,51,12,90,90,322,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"649",16,"Montgomery County","006-006",8,"15","County Council At Large","16","DEM","",32,84,39,14,69,69,238,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"650",16,"Montgomery County","006-006",8,"15","County Council At Large","16","DEM","",39,48,20,4,40,40,151,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"651",16,"Montgomery County","006-006",8,"15","County Council At Large","16","DEM","Y",37,81,34,10,74,74,236,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"652",16,"Montgomery County","006-006",8,"15","County Council At Large","16","DEM","Y",36,94,23,10,50,50,213,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"653",16,"Montgomery County","006-007",6,"39","County Council At Large","16","DEM","Y",65,112,103,12,32,32,324,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"654",16,"Montgomery County","006-007",6,"39","County Council At Large","16","DEM","",27,82,62,8,13,13,192,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"655",16,"Montgomery County","006-007",6,"39","County Council At Large","16","DEM","",24,66,39,6,6,6,141,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"656",16,"Montgomery County","006-007",6,"39","County Council At Large","16","DEM","Y",63,135,116,10,30,30,354,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"657",16,"Montgomery County","006-007",6,"39","County Council At Large","16","DEM","",44,83,66,4,18,18,215,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"658",16,"Montgomery County","006-007",6,"39","County Council At Large","16","DEM","",33,66,61,6,12,12,178,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"659",16,"Montgomery County","006-007",6,"39","County Council At Large","16","DEM","Y",51,116,92,13,29,29,301,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"660",16,"Montgomery County","006-007",6,"39","County Council At Large","16","DEM","Y",50,118,104,9,21,21,302,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"661",16,"Montgomery County","006-008",8,"15","County Council At Large","16","DEM","Y",35,75,67,13,27,27,217,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"662",16,"Montgomery County","006-008",8,"15","County Council At Large","16","DEM","",14,22,27,1,11,11,75,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"663",16,"Montgomery County","006-008",8,"15","County Council At Large","16","DEM","",11,20,19,2,2,2,54,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"664",16,"Montgomery County","006-008",8,"15","County Council At Large","16","DEM","Y",46,89,75,9,31,31,250,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"665",16,"Montgomery County","006-008",8,"15","County Council At Large","16","DEM","",33,67,67,13,20,20,200,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"666",16,"Montgomery County","006-008",8,"15","County Council At Large","16","DEM","",12,27,29,3,11,11,82,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"667",16,"Montgomery County","006-008",8,"15","County Council At Large","16","DEM","Y",39,70,56,9,26,26,200,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"668",16,"Montgomery County","006-008",8,"15","County Council At Large","16","DEM","Y",25,56,46,3,20,20,150,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"669",16,"Montgomery County","006-009",8,"15","County Council At Large","16","DEM","Y",31,61,82,10,53,53,237,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"670",16,"Montgomery County","006-009",8,"15","County Council At Large","16","DEM","",26,55,32,5,19,19,137,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"671",16,"Montgomery County","006-009",8,"15","County Council At Large","16","DEM","",14,53,26,3,11,11,107,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
