"","County","County.Name","Election.District...Precinct","Congressional","Legislative","Office.Name","Office.District","Party","Winner","Early.Votes","Election.Night.Votes","Mail.In.Ballot.1.Votes","Provisional.Votes","Mail.In.Ballot.2.Votes","mail2","full_votes","Gabe Albornoz","Brandy H. M. Brooks","Dana E. Gassaway","Evan Glass","Scott Evan Goldberg","Tom Hucker","Will Jawando","Laurie-Anne Sayles"
"1",16,"Montgomery County","001-001",8,"14","County Council At Large","16","DEM","Y",26,65,41,5,32,32,169,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"2",16,"Montgomery County","001-001",8,"14","County Council At Large","16","DEM","",8,38,17,1,12,12,76,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"3",16,"Montgomery County","001-001",8,"14","County Council At Large","16","DEM","",6,30,13,0,8,8,57,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"4",16,"Montgomery County","001-001",8,"14","County Council At Large","16","DEM","Y",22,65,39,4,34,34,164,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"5",16,"Montgomery County","001-001",8,"14","County Council At Large","16","DEM","",11,42,32,3,22,22,110,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"6",16,"Montgomery County","001-001",8,"14","County Council At Large","16","DEM","",14,33,31,2,19,19,99,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"7",16,"Montgomery County","001-001",8,"14","County Council At Large","16","DEM","Y",23,62,41,3,29,29,158,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"8",16,"Montgomery County","001-001",8,"14","County Council At Large","16","DEM","Y",12,62,41,3,25,25,143,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"9",16,"Montgomery County","001-002",8,"14","County Council At Large","16","DEM","Y",24,88,75,12,37,37,236,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"10",16,"Montgomery County","001-002",8,"14","County Council At Large","16","DEM","",16,61,30,1,12,12,120,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"11",16,"Montgomery County","001-002",8,"14","County Council At Large","16","DEM","",15,58,14,4,5,5,96,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"12",16,"Montgomery County","001-002",8,"14","County Council At Large","16","DEM","Y",23,99,71,11,45,45,249,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"13",16,"Montgomery County","001-002",8,"14","County Council At Large","16","DEM","",19,46,53,5,26,26,149,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"14",16,"Montgomery County","001-002",8,"14","County Council At Large","16","DEM","",16,53,40,4,22,22,135,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"15",16,"Montgomery County","001-002",8,"14","County Council At Large","16","DEM","Y",26,92,71,6,42,42,237,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"16",16,"Montgomery County","001-002",8,"14","County Council At Large","16","DEM","Y",23,90,51,8,25,25,197,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"17",16,"Montgomery County","001-003",8,"39","County Council At Large","16","DEM","Y",62,124,131,12,55,55,384,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"18",16,"Montgomery County","001-003",8,"39","County Council At Large","16","DEM","",42,87,51,5,19,19,204,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"19",16,"Montgomery County","001-003",8,"39","County Council At Large","16","DEM","",19,68,31,6,17,17,141,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"20",16,"Montgomery County","001-003",8,"39","County Council At Large","16","DEM","Y",64,113,127,9,60,60,373,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"21",16,"Montgomery County","001-003",8,"39","County Council At Large","16","DEM","",29,59,79,4,27,27,198,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"22",16,"Montgomery County","001-003",8,"39","County Council At Large","16","DEM","",32,66,77,6,34,34,215,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"23",16,"Montgomery County","001-003",8,"39","County Council At Large","16","DEM","Y",58,125,115,11,50,50,359,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"24",16,"Montgomery County","001-003",8,"39","County Council At Large","16","DEM","Y",47,117,104,10,41,41,319,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"25",16,"Montgomery County","001-004",8,"39","County Council At Large","16","DEM","Y",19,71,50,3,6,6,149,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"26",16,"Montgomery County","001-004",8,"39","County Council At Large","16","DEM","",6,47,30,4,3,3,90,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"27",16,"Montgomery County","001-004",8,"39","County Council At Large","16","DEM","",4,56,17,3,0,0,80,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"28",16,"Montgomery County","001-004",8,"39","County Council At Large","16","DEM","Y",15,59,44,8,9,9,135,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"29",16,"Montgomery County","001-004",8,"39","County Council At Large","16","DEM","",12,38,27,0,3,3,80,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"30",16,"Montgomery County","001-004",8,"39","County Council At Large","16","DEM","",6,39,32,5,3,3,85,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"31",16,"Montgomery County","001-004",8,"39","County Council At Large","16","DEM","Y",15,68,53,5,8,8,149,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"32",16,"Montgomery County","001-004",8,"39","County Council At Large","16","DEM","Y",12,77,39,4,5,5,137,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"33",16,"Montgomery County","001-005",8,"19","County Council At Large","16","DEM","Y",30,52,65,9,10,10,166,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"34",16,"Montgomery County","001-005",8,"19","County Council At Large","16","DEM","",19,43,25,3,3,3,93,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"35",16,"Montgomery County","001-005",8,"19","County Council At Large","16","DEM","",10,37,7,0,3,3,57,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"36",16,"Montgomery County","001-005",8,"19","County Council At Large","16","DEM","Y",25,55,64,10,7,7,161,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"37",16,"Montgomery County","001-005",8,"19","County Council At Large","16","DEM","",17,40,30,4,4,4,95,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"38",16,"Montgomery County","001-005",8,"19","County Council At Large","16","DEM","",14,41,35,6,6,6,102,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"39",16,"Montgomery County","001-005",8,"19","County Council At Large","16","DEM","Y",22,59,60,8,8,8,157,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"40",16,"Montgomery County","001-005",8,"19","County Council At Large","16","DEM","Y",28,60,53,5,11,11,157,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"41",16,"Montgomery County","001-006",8,"39","County Council At Large","16","DEM","Y",21,57,44,8,28,28,158,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"42",16,"Montgomery County","001-006",8,"39","County Council At Large","16","DEM","",11,34,18,7,11,11,81,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"43",16,"Montgomery County","001-006",8,"39","County Council At Large","16","DEM","",6,25,12,5,5,5,53,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"44",16,"Montgomery County","001-006",8,"39","County Council At Large","16","DEM","Y",23,45,55,8,34,34,165,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"45",16,"Montgomery County","001-006",8,"39","County Council At Large","16","DEM","",12,32,21,3,16,16,84,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"46",16,"Montgomery County","001-006",8,"39","County Council At Large","16","DEM","",12,24,29,4,17,17,86,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"47",16,"Montgomery County","001-006",8,"39","County Council At Large","16","DEM","Y",25,56,36,6,34,34,157,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"48",16,"Montgomery County","001-006",8,"39","County Council At Large","16","DEM","Y",24,56,34,5,23,23,142,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"49",16,"Montgomery County","001-007",8,"14","County Council At Large","16","DEM","Y",7,16,0,1,27,27,51,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"50",16,"Montgomery County","001-007",8,"14","County Council At Large","16","DEM","",5,22,0,0,7,7,34,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"51",16,"Montgomery County","001-007",8,"14","County Council At Large","16","DEM","",5,13,0,0,9,9,27,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"52",16,"Montgomery County","001-007",8,"14","County Council At Large","16","DEM","Y",7,18,0,1,24,24,50,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"53",16,"Montgomery County","001-007",8,"14","County Council At Large","16","DEM","",4,12,0,2,12,12,30,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"54",16,"Montgomery County","001-007",8,"14","County Council At Large","16","DEM","",3,21,0,0,12,12,36,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"55",16,"Montgomery County","001-007",8,"14","County Council At Large","16","DEM","Y",5,18,0,2,19,19,44,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"56",16,"Montgomery County","001-007",8,"14","County Council At Large","16","DEM","Y",5,15,0,1,12,12,33,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"57",16,"Montgomery County","001-008",8,"14","County Council At Large","16","DEM","Y",13,27,21,5,28,28,94,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"58",16,"Montgomery County","001-008",8,"14","County Council At Large","16","DEM","",4,21,7,2,9,9,43,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"59",16,"Montgomery County","001-008",8,"14","County Council At Large","16","DEM","",2,15,8,0,7,7,32,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"60",16,"Montgomery County","001-008",8,"14","County Council At Large","16","DEM","Y",12,43,27,5,39,39,126,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"61",16,"Montgomery County","001-008",8,"14","County Council At Large","16","DEM","",13,33,6,2,14,14,68,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"62",16,"Montgomery County","001-008",8,"14","County Council At Large","16","DEM","",8,30,14,3,12,12,67,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"63",16,"Montgomery County","001-008",8,"14","County Council At Large","16","DEM","Y",14,22,21,4,32,32,93,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"64",16,"Montgomery County","001-008",8,"14","County Council At Large","16","DEM","Y",7,19,19,4,25,25,74,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"65",16,"Montgomery County","002-001",6,"39","County Council At Large","16","DEM","Y",46,122,89,10,48,48,315,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"66",16,"Montgomery County","002-001",6,"39","County Council At Large","16","DEM","",23,85,55,6,16,16,185,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"67",16,"Montgomery County","002-001",6,"39","County Council At Large","16","DEM","",20,76,54,6,9,9,165,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"68",16,"Montgomery County","002-001",6,"39","County Council At Large","16","DEM","Y",42,130,103,8,48,48,331,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"69",16,"Montgomery County","002-001",6,"39","County Council At Large","16","DEM","",21,72,59,9,15,15,176,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"70",16,"Montgomery County","002-001",6,"39","County Council At Large","16","DEM","",32,91,70,5,22,22,220,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"71",16,"Montgomery County","002-001",6,"39","County Council At Large","16","DEM","Y",48,137,95,6,46,46,332,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"72",16,"Montgomery County","002-001",6,"39","County Council At Large","16","DEM","Y",45,129,91,9,38,38,312,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"73",16,"Montgomery County","002-002",6,"15","County Council At Large","16","DEM","Y",85,111,96,12,49,49,353,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"74",16,"Montgomery County","002-002",6,"15","County Council At Large","16","DEM","",57,79,40,4,21,21,201,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"75",16,"Montgomery County","002-002",6,"15","County Council At Large","16","DEM","",40,66,27,6,11,11,150,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"76",16,"Montgomery County","002-002",6,"15","County Council At Large","16","DEM","Y",97,122,94,14,54,54,381,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"77",16,"Montgomery County","002-002",6,"15","County Council At Large","16","DEM","",48,76,55,9,23,23,211,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"78",16,"Montgomery County","002-002",6,"15","County Council At Large","16","DEM","",53,59,57,8,25,25,202,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"79",16,"Montgomery County","002-002",6,"15","County Council At Large","16","DEM","Y",87,117,92,13,54,54,363,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"80",16,"Montgomery County","002-002",6,"15","County Council At Large","16","DEM","Y",76,124,87,14,53,53,354,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"81",16,"Montgomery County","002-003",6,"15","County Council At Large","16","DEM","Y",37,109,59,5,50,50,260,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"82",16,"Montgomery County","002-003",6,"15","County Council At Large","16","DEM","",26,97,41,5,27,27,196,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"83",16,"Montgomery County","002-003",6,"15","County Council At Large","16","DEM","",20,94,30,2,16,16,162,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"84",16,"Montgomery County","002-003",6,"15","County Council At Large","16","DEM","Y",43,107,78,5,53,53,286,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"85",16,"Montgomery County","002-003",6,"15","County Council At Large","16","DEM","",19,81,36,4,39,39,179,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"86",16,"Montgomery County","002-003",6,"15","County Council At Large","16","DEM","",28,61,52,4,32,32,177,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"87",16,"Montgomery County","002-003",6,"15","County Council At Large","16","DEM","Y",53,129,69,9,45,45,305,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"88",16,"Montgomery County","002-003",6,"15","County Council At Large","16","DEM","Y",32,121,67,5,50,50,275,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"89",16,"Montgomery County","002-004",6,"15","County Council At Large","16","DEM","Y",53,109,116,17,40,40,335,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"90",16,"Montgomery County","002-004",6,"15","County Council At Large","16","DEM","",35,93,67,12,19,19,226,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"91",16,"Montgomery County","002-004",6,"15","County Council At Large","16","DEM","",22,65,37,8,5,5,137,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"92",16,"Montgomery County","002-004",6,"15","County Council At Large","16","DEM","Y",62,131,126,13,37,37,369,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"93",16,"Montgomery County","002-004",6,"15","County Council At Large","16","DEM","",37,98,53,10,18,18,216,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"94",16,"Montgomery County","002-004",6,"15","County Council At Large","16","DEM","",33,62,79,7,19,19,200,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"95",16,"Montgomery County","002-004",6,"15","County Council At Large","16","DEM","Y",66,127,133,16,49,49,391,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"96",16,"Montgomery County","002-004",6,"15","County Council At Large","16","DEM","Y",53,130,108,14,35,35,340,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"97",16,"Montgomery County","002-005",6,"15","County Council At Large","16","DEM","Y",49,113,79,8,37,37,286,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"98",16,"Montgomery County","002-005",6,"15","County Council At Large","16","DEM","",29,80,46,5,17,17,177,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"99",16,"Montgomery County","002-005",6,"15","County Council At Large","16","DEM","",18,63,43,5,7,7,136,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"100",16,"Montgomery County","002-005",6,"15","County Council At Large","16","DEM","Y",51,126,102,9,47,47,335,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"101",16,"Montgomery County","002-005",6,"15","County Council At Large","16","DEM","",23,70,61,7,24,24,185,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"102",16,"Montgomery County","002-005",6,"15","County Council At Large","16","DEM","",29,62,64,7,23,23,185,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"103",16,"Montgomery County","002-005",6,"15","County Council At Large","16","DEM","Y",54,117,98,7,41,41,317,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"104",16,"Montgomery County","002-005",6,"15","County Council At Large","16","DEM","Y",45,117,95,6,35,35,298,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"105",16,"Montgomery County","002-006",6,"39","County Council At Large","16","DEM","Y",41,114,89,11,46,46,301,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"106",16,"Montgomery County","002-006",6,"39","County Council At Large","16","DEM","",23,90,49,4,28,28,194,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"107",16,"Montgomery County","002-006",6,"39","County Council At Large","16","DEM","",12,74,37,2,24,24,149,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"108",16,"Montgomery County","002-006",6,"39","County Council At Large","16","DEM","Y",35,123,95,5,45,45,303,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"109",16,"Montgomery County","002-006",6,"39","County Council At Large","16","DEM","",14,79,51,5,30,30,179,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"110",16,"Montgomery County","002-006",6,"39","County Council At Large","16","DEM","",26,63,48,3,23,23,163,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"111",16,"Montgomery County","002-006",6,"39","County Council At Large","16","DEM","Y",37,118,84,12,50,50,301,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"112",16,"Montgomery County","002-006",6,"39","County Council At Large","16","DEM","Y",43,107,94,13,49,49,306,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"113",16,"Montgomery County","002-007",6,"09A","County Council At Large","16","DEM","Y",22,26,21,9,14,14,92,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"114",16,"Montgomery County","002-007",6,"09A","County Council At Large","16","DEM","",6,25,13,6,18,18,68,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"115",16,"Montgomery County","002-007",6,"09A","County Council At Large","16","DEM","",4,17,6,4,12,12,43,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"116",16,"Montgomery County","002-007",6,"09A","County Council At Large","16","DEM","Y",24,24,17,3,14,14,82,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"117",16,"Montgomery County","002-007",6,"09A","County Council At Large","16","DEM","",7,16,16,5,11,11,55,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"118",16,"Montgomery County","002-007",6,"09A","County Council At Large","16","DEM","",6,20,17,3,15,15,61,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"119",16,"Montgomery County","002-007",6,"09A","County Council At Large","16","DEM","Y",21,33,16,11,17,17,98,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"120",16,"Montgomery County","002-007",6,"09A","County Council At Large","16","DEM","Y",19,27,16,8,15,15,85,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"121",16,"Montgomery County","002-008",6,"15","County Council At Large","16","DEM","Y",39,102,83,6,25,25,255,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"122",16,"Montgomery County","002-008",6,"15","County Council At Large","16","DEM","",30,109,70,1,14,14,224,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"123",16,"Montgomery County","002-008",6,"15","County Council At Large","16","DEM","",18,83,33,1,7,7,142,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"124",16,"Montgomery County","002-008",6,"15","County Council At Large","16","DEM","Y",41,117,109,8,25,25,300,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"125",16,"Montgomery County","002-008",6,"15","County Council At Large","16","DEM","",28,83,70,6,11,11,198,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"126",16,"Montgomery County","002-008",6,"15","County Council At Large","16","DEM","",26,60,68,8,9,9,171,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"127",16,"Montgomery County","002-008",6,"15","County Council At Large","16","DEM","Y",47,156,109,5,18,18,335,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"128",16,"Montgomery County","002-008",6,"15","County Council At Large","16","DEM","Y",40,119,104,3,19,19,285,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"129",16,"Montgomery County","002-010",6,"09A","County Council At Large","16","DEM","Y",32,72,41,3,29,29,177,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"130",16,"Montgomery County","002-010",6,"09A","County Council At Large","16","DEM","",16,66,19,2,19,19,122,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"131",16,"Montgomery County","002-010",6,"09A","County Council At Large","16","DEM","",11,36,15,3,12,12,77,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"132",16,"Montgomery County","002-010",6,"09A","County Council At Large","16","DEM","Y",37,76,48,3,28,28,192,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"133",16,"Montgomery County","002-010",6,"09A","County Council At Large","16","DEM","",24,46,20,4,19,19,113,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"134",16,"Montgomery County","002-010",6,"09A","County Council At Large","16","DEM","",26,44,22,5,15,15,112,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"135",16,"Montgomery County","002-010",6,"09A","County Council At Large","16","DEM","Y",24,62,34,3,22,22,145,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"136",16,"Montgomery County","002-010",6,"09A","County Council At Large","16","DEM","Y",29,75,31,5,29,29,169,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"137",16,"Montgomery County","002-011",6,"15","County Council At Large","16","DEM","Y",27,118,57,15,30,30,247,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"138",16,"Montgomery County","002-011",6,"15","County Council At Large","16","DEM","",20,88,39,7,15,15,169,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"139",16,"Montgomery County","002-011",6,"15","County Council At Large","16","DEM","",15,71,21,8,9,9,124,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"140",16,"Montgomery County","002-011",6,"15","County Council At Large","16","DEM","Y",31,158,67,15,26,26,297,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"141",16,"Montgomery County","002-011",6,"15","County Council At Large","16","DEM","",17,72,48,4,16,16,157,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"142",16,"Montgomery County","002-011",6,"15","County Council At Large","16","DEM","",23,68,28,6,19,19,144,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"143",16,"Montgomery County","002-011",6,"15","County Council At Large","16","DEM","Y",39,139,62,17,25,25,282,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"144",16,"Montgomery County","002-011",6,"15","County Council At Large","16","DEM","Y",32,143,42,12,30,30,259,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"145",16,"Montgomery County","002-012",6,"14","County Council At Large","16","DEM","Y",19,47,19,4,15,15,104,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"146",16,"Montgomery County","002-012",6,"14","County Council At Large","16","DEM","",11,38,5,4,7,7,65,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"147",16,"Montgomery County","002-012",6,"14","County Council At Large","16","DEM","",8,32,9,3,5,5,57,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"148",16,"Montgomery County","002-012",6,"14","County Council At Large","16","DEM","Y",15,45,17,7,12,12,96,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"149",16,"Montgomery County","002-012",6,"14","County Council At Large","16","DEM","",7,24,12,5,11,11,59,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"150",16,"Montgomery County","002-012",6,"14","County Council At Large","16","DEM","",6,21,10,7,9,9,53,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"151",16,"Montgomery County","002-012",6,"14","County Council At Large","16","DEM","Y",14,48,16,7,11,11,96,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"152",16,"Montgomery County","002-012",6,"14","County Council At Large","16","DEM","Y",16,56,17,4,4,4,97,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"153",16,"Montgomery County","003-001",6,"15","County Council At Large","16","DEM","Y",23,102,43,8,41,41,217,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"154",16,"Montgomery County","003-001",6,"15","County Council At Large","16","DEM","",5,69,22,4,39,39,139,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"155",16,"Montgomery County","003-001",6,"15","County Council At Large","16","DEM","",5,50,17,2,10,10,84,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"156",16,"Montgomery County","003-001",6,"15","County Council At Large","16","DEM","Y",27,112,46,6,57,57,248,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"157",16,"Montgomery County","003-001",6,"15","County Council At Large","16","DEM","",14,85,19,4,36,36,158,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
"158",16,"Montgomery County","003-001",6,"15","County Council At Large","16","DEM","",14,54,27,8,32,32,135,NA,NA,NA,NA,NA,"Tom Hucker",NA,NA
"159",16,"Montgomery County","003-001",6,"15","County Council At Large","16","DEM","Y",21,116,43,7,54,54,241,NA,NA,NA,NA,NA,NA,"Will Jawando",NA
"160",16,"Montgomery County","003-001",6,"15","County Council At Large","16","DEM","Y",17,105,49,6,49,49,226,NA,NA,NA,NA,NA,NA,NA,"Laurie-Anne Sayles"
"161",16,"Montgomery County","003-002",6,"15","County Council At Large","16","DEM","Y",13,90,65,9,26,26,203,"Gabe Albornoz",NA,NA,NA,NA,NA,NA,NA
"162",16,"Montgomery County","003-002",6,"15","County Council At Large","16","DEM","",2,57,28,3,15,15,105,NA,"Brandy H. M. Brooks",NA,NA,NA,NA,NA,NA
"163",16,"Montgomery County","003-002",6,"15","County Council At Large","16","DEM","",3,47,9,1,8,8,68,NA,NA,"Dana E. Gassaway",NA,NA,NA,NA,NA
"164",16,"Montgomery County","003-002",6,"15","County Council At Large","16","DEM","Y",11,93,55,9,23,23,191,NA,NA,NA,"Evan Glass",NA,NA,NA,NA
"165",16,"Montgomery County","003-002",6,"15","County Council At Large","16","DEM","",9,52,34,7,12,12,114,NA,NA,NA,NA,"Scott Evan Goldberg",NA,NA,NA
